"","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","Inc_Ms"
"119","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,6,2012-04-02,NA,NA,NA,NA,NA,NA,1,NA,2012-05-17,4,"1-9",0.95,"lsd (P=0.05)",0.923,NA,NA,NA,NA,0.185,0.250677506775068,"no","final assessment date 87 DAS",-40959,78,NA,156,NA,NA
"120","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,7,2012-04-02,2012-04-16,NA,NA,NA,NA,NA,2,NA,2012-05-17,2,"1-9",0.95,"lsd (P=0.05)",0.965,NA,NA,NA,NA,0.227,0.307588075880759,"no","final assessment date 87 DAS",-40959,26,NA,52,NA,NA
"121","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",80,8,2012-04-02,NA,NA,NA,NA,NA,NA,1,NA,2012-05-17,3,"1-9",0.95,"lsd (P=0.05)",0.742,NA,NA,NA,NA,0.004,0.00542005420054201,"no","final assessment date 87 DAS",-40959,52,NA,104,NA,NA
"122","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",80,9,2012-04-02,2012-04-16,NA,NA,NA,NA,NA,2,NA,2012-05-17,2,"1-9",0.95,"lsd (P=0.05)",0.715,NA,NA,NA,NA,-0.023,-0.0311653116531166,"no","final assessment date 87 DAS",-40959,26,NA,52,NA,NA
"123","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,10,2012-04-02,NA,NA,NA,NA,NA,NA,1,NA,2012-05-17,3,"1-9",0.95,"lsd (P=0.05)",0.773,NA,NA,NA,NA,0.035,0.0474254742547426,"no","final assessment date 87 DAS",-40959,52,NA,104,NA,NA
"124","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,11,2012-04-02,2012-04-16,NA,NA,NA,NA,NA,2,NA,2012-05-17,2,"1-9",0.95,"lsd (P=0.05)",0.707,NA,NA,NA,NA,-0.031,-0.0420054200542006,"no","final assessment date 87 DAS",-40959,26,NA,52,NA,NA
"125","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Tilt","propiconazole",62.5,12,2012-04-02,NA,NA,NA,NA,NA,NA,1,NA,2012-05-17,6.3,"1-9",0.95,"lsd (P=0.05)",0.91,NA,NA,NA,NA,0.172,0.233062330623306,"no","final assessment date 87 DAS",-40959,137.8,NA,275.6,NA,NA
"126","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Tilt","propiconazole",62.5,13,2012-04-02,2012-04-16,NA,NA,NA,NA,NA,2,NA,2012-05-17,3.3,"1-9",0.95,"lsd (P=0.05)",0.925,NA,NA,NA,NA,0.187,0.253387533875339,"no","final assessment date 87 DAS",-40959,59.8,NA,119.6,NA,NA
"127","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Tilt","propiconazole",125,14,2012-04-02,NA,NA,NA,NA,NA,NA,1,NA,2012-05-17,5.3,"1-9",0.95,"lsd (P=0.05)",0.86,NA,NA,NA,NA,0.122,0.165311653116531,"no","final assessment date 87 DAS",-40959,111.8,NA,223.6,NA,NA
"128","mung1112/01","2012","Gatton","Crystal","RCB",11,4,NA,0.75,3,2012-02-20,NA,2012-04-02,NA,NA,2012-04-02,"Tilt","propiconazole",125,15,2012-04-02,2012-04-16,NA,NA,NA,NA,NA,2,NA,2012-05-17,2,"1-9",0.95,"lsd (P=0.05)",0.944,NA,NA,NA,NA,0.206,0.279132791327913,"no","final assessment date 87 DAS",-40959,26,NA,52,NA,NA
"129","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,2012-04-30,8,"1-9",1.3,"lsd (P=0.05)",0.751,NA,NA,0.0105069468148756,"SamplingVariance",NA,NA,"no","final assessment date 87 DAS",-40942,196,NA,392,NA,NA
"130","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Folicur","tebuconazole",62.35,2,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,8,"1-9",1.3,"lsd (P=0.05)",1.09,NA,NA,0.0105069468148756,"SamplingVariance",0.339,0.451398135818908,"no","final assessment date 87 DAS",-40942,196,NA,392,NA,NA
"131","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Folicur","tebuconazole",62.35,3,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,4.3,"1-9",1.3,"lsd (P=0.05)",1.098,NA,NA,0.0105069468148756,"SamplingVariance",0.347,0.462050599201065,"no","final assessment date 87 DAS",-40942,92.4,NA,184.8,NA,NA
"132","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Barmac wettable","sulphur",3000,4,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,8,"1-9",1.3,"lsd (P=0.05)",0.87,NA,NA,0.0105069468148756,"SamplingVariance",0.119,0.158455392809587,"no","final assessment date 87 DAS",-40942,196,NA,392,NA,NA
"133","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Barmac wettable","sulphur",3000,5,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,4.3,"1-9",1.3,"lsd (P=0.05)",1.251,NA,NA,0.0105069468148756,"SamplingVariance",0.5,0.66577896138482,"no","final assessment date 87 DAS",-40942,92.4,NA,184.8,NA,NA
"134","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,6,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,5.7,"1-9",1.3,"lsd (P=0.05)",1.112,NA,NA,0.0105069468148756,"SamplingVariance",0.361,0.48069241011984,"no","final assessment date 87 DAS",-40942,131.6,NA,263.2,NA,NA
"135","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,7,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1,"1-9",1.3,"lsd (P=0.05)",1.175,NA,NA,0.0105069468148756,"SamplingVariance",0.424,0.564580559254328,"no","final assessment date 87 DAS",-40942,0,NA,0,NA,NA
"136","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",80,8,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,5,"1-9",1.3,"lsd (P=0.05)",1.265,NA,NA,0.0105069468148756,"SamplingVariance",0.514,0.684420772303595,"no","final assessment date 87 DAS",-40942,112,NA,224,NA,NA
"137","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",80,9,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1,"1-9",1.3,"lsd (P=0.05)",1.166,NA,NA,0.0105069468148756,"SamplingVariance",0.415,0.552596537949401,"no","final assessment date 87 DAS",-40942,0,NA,0,NA,NA
"138","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,10,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,4.4,"1-9",1.3,"lsd (P=0.05)",1.052,NA,NA,0.0105069468148756,"SamplingVariance",0.301,0.400798934753662,"no","final assessment date 87 DAS",-40942,95.2,NA,190.4,NA,NA
"139","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,11,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1,"1-9",1.3,"lsd (P=0.05)",1.178,NA,NA,0.0105069468148756,"SamplingVariance",0.427,0.568575233022636,"no","final assessment date 87 DAS",-40942,0,NA,0,NA,NA
"140","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",62.5,12,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,7.7,"1-9",1.3,"lsd (P=0.05)",1.036,NA,NA,0.0105069468148756,"SamplingVariance",0.285,0.379494007989348,"no","final assessment date 87 DAS",-40942,187.6,NA,375.2,NA,NA
"141","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",62.5,13,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,4.7,"1-9",1.3,"lsd (P=0.05)",1.201,NA,NA,0.0105069468148756,"SamplingVariance",0.45,0.599201065246338,"no","final assessment date 87 DAS",-40942,103.6,NA,207.2,NA,NA
"142","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",125,14,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,7.3,"1-9",1.3,"lsd (P=0.05)",1.057,NA,NA,0.0105069468148756,"SamplingVariance",0.306,0.40745672436751,"no","final assessment date 87 DAS",-40942,176.4,NA,352.8,NA,NA
"143","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,NA,0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",125,15,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1.7,"1-9",1.3,"lsd (P=0.05)",1.323,NA,NA,0.0105069468148756,"SamplingVariance",0.572,0.761651131824234,"no","final assessment date 87 DAS",-40942,19.6,NA,39.2,NA,NA
"144","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-04-18,2013-03-31,8,"1-9",0,"stdev",1.421568627,NA,0.00981471246813906,0.00507283524189792,"SamplingVariance",NA,NA,"Yes",NA,NA,24.5,0,49,0,417.180555555555
"145","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Spin-flo","carbendazim",250,2,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,5.666666667,"1-9",4.041451884,"stdev",1.486247277,NA,0.00981471246813906,0.015486887557113,"SamplingVariance",0.0646786499999998,0.04549808484202,"Yes",NA,NA,16.3333333333333,14.1450815951458,32.6666666666667,28.2901631902917,417.180555555555
"146","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Tilt","propiconazole",62.5,3,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,7.833333333,"1-9",0.288675135,"stdev",1.450163399,NA,0.00981471246813906,0.0547832831177241,"SamplingVariance",0.0285947719999999,0.0201149430684502,"Yes",NA,NA,23.9166666666667,1.01036297108185,47.8333333333333,2.02072594216369,417.180555555555
"147","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,7.5,"1-9",0,"stdev",1.563861656,NA,0.00981471246813906,0.0243643493953606,"SamplingVariance",0.142293029,0.100095785948996,"Yes",NA,NA,22.75,0,45.5,0,417.180555555555
"148","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,6.333333333,"1-9",2.020725942,"stdev",1.428376906,NA,0.00981471246813906,0.0676878638119394,"SamplingVariance",0.00680827899999992,0.00478927212565723,"Yes",NA,NA,18.6666666666667,7.07254079757292,37.3333333333333,14.1450815951458,417.180555555555
"149","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Cabrio","pyraclostrobin",125,6,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,8,"1-9",0,"stdev",1.355528322,NA,0.00981471246813906,0.000268381915757956,"SamplingVariance",-0.066040305,-0.0464559387043929,"Yes",NA,NA,24.5,0,49,0,417.180555555555
"150","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Spin-flo","carbendazim",250,7,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,5.333333333,"1-9",2.309401077,"stdev",1.478077342,NA,0.00981471246813906,0.00977994787891716,"SamplingVariance",0.0565087149999999,0.0397509581505416,"Yes",NA,NA,15.1666666666667,8.08290376865476,30.3333333333333,16.1658075373095,417.180555555555
"151","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Tilt","propiconazole",62.5,8,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,2.166666667,"1-9",0.288675135,"stdev",1.344635076,NA,0.00981471246813906,0.0523984389131448,"SamplingVariance",-0.076933551,-0.0541187738240653,"Yes",NA,NA,4.08333333333333,1.01036297108185,8.16666666666667,2.02072594216369,417.180555555555
"152","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,1,"1-9",0,"stdev",1.444035948,NA,0.00981471246813906,0.00271580239471632,"SamplingVariance",0.0224673209999999,0.0158045982257035,"Yes",NA,NA,0,0,0,0,417.180555555555
"153","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Cabrio","pyraclostrobin",125,10,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,4.833333333,"1-9",2.843120352,"stdev",1.531862745,NA,0.00981471246813906,0.00405493085779892,"SamplingVariance",0.110294118,0.0775862071694411,"Yes",NA,NA,13.4166666666667,9.95092123038532,26.8333333333333,19.9018424607706,417.180555555555
"154","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Tilt","propiconazole",62.5,11,2013-02-28,2013-03-19,2013-03-31,NA,NA,NA,NA,3,2013-04-18,2013-03-31,2,"1-9",0.866025404,"stdev",1.33374183,NA,0.00981471246813906,0.0219391780247272,"SamplingVariance",-0.0878267970000002,-0.0617816089437377,"Yes",NA,NA,3.5,3.03108891324554,7,6.06217782649107,417.180555555555
"155","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-05-06,2013-04-24,8,"1-9",0,"stdev",0.802083333,NA,0.00317486063052673,0.00308925656512856,"SamplingVariance",NA,NA,"Yes",NA,NA,153.625,35.9968169889135,213.75,33.3629035507003,14556.5104166667
"156","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Spin-flo","carbendazim",250,2,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,7.875,"1-9",0.25,"stdev",0.772671569,NA,0.00317486063052673,0.0164014441287431,"SamplingVariance",-0.029411764,-0.0366692122749794,"Yes",NA,NA,119.125,14.7542366796795,180.5,13.4350288425444,14556.5104166667
"157","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Tilt","propiconazole",62.5,3,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,8,"1-9",0,"stdev",0.802696078,NA,0.00317486063052673,0.00442738369303374,"SamplingVariance",0.00061274499999997,0.000763941818499263,"Yes",NA,NA,66.5,0,133,0,14556.5104166667
"158","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,4,"1-9",2.677063067,"stdev",0.818627451,NA,0.00317486063052673,0.0116301421980008,"SamplingVariance",0.016544118,0.0206264328397408,"Yes",NA,NA,38.75,19.9342669792496,66.5,44.5589497183226,14556.5104166667
"159","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,2.25,"1-9",1.040833,"stdev",0.683210784,NA,0.00317486063052673,0.000806480652351609,"SamplingVariance",-0.118872549,-0.148204736477176,"Yes",NA,NA,24.6875,11.0987518066973,35.625,14.25,14556.5104166667
"160","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Cabrio","pyraclostrobin",125,6,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,7.75,"1-9",0.5,"stdev",0.816176471,NA,0.00317486063052673,0.00367647055681684,"SamplingVariance",0.014093138,0.0175706655657437,"Yes",NA,NA,123.0625,41.2095129591862,182.875,41.3186297772163,14556.5104166667
"161","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Spin-flo","carbendazim",250,7,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,5.25,"1-9",2.466441431,"stdev",0.816789216,NA,0.00317486063052673,0.00940894121809181,"SamplingVariance",0.014705883,0.0183346073842429,"Yes",NA,NA,81.375,33.3069687402902,118.75,51.7437596881659,14556.5104166667
"162","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Tilt","propiconazole",62.5,8,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,5.625,"1-9",2.174664725,"stdev",0.771446078,NA,0.00317486063052673,0.00729436999738305,"SamplingVariance",-0.030637255,-0.0381970971587313,"Yes",NA,NA,49.0625,27.8443403884284,92.625,47.4207672509278,14556.5104166667
"163","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,1.375,"1-9",0.75,"stdev",0.786151961,NA,0.00317486063052673,0.0055882953730296,"SamplingVariance",-0.0159313720000001,-0.0198624897744884,"Yes",NA,NA,3.5625,7.125,7.125,14.25,14556.5104166667
"164","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Cabrio","pyraclostrobin",125,10,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,7.5,"1-9",0.707106781,"stdev",0.847426471,NA,0.00317486063052673,0.00920469294227028,"SamplingVariance",0.045343138,0.0565317045429742,"Yes",NA,NA,82.25,32.8690583984391,142.5,35.5457451743524,14556.5104166667
"165","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Tilt","propiconazole",62.5,11,2013-03-13,2013-03-21,2013-03-28,NA,NA,NA,NA,3,2013-05-06,2013-04-24,1.625,"1-9",0.75,"stdev",0.743872549,NA,0.00317486063052673,0.015000240261819,"SamplingVariance",-0.058210784,-0.0725744839782128,"Yes",NA,NA,11.0625,14.3008959509536,16.625,19.5847517216839,14556.5104166667
"166","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-04-11,2013-03-26,3,"1-9",1,"stdev",1.09375,NA,0.019650324836153,0.00799289837586612,"SamplingVariance",NA,NA,"Yes",NA,NA,47.125,27.7139405354056,73.625,40.5840177902583,1811.83680555555
"167","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Spin-flo","carbendazim",250,2,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,4.875,"1-9",2.286737122,"stdev",1.336805556,NA,0.019650324836153,0.0069212248308222,"SamplingVariance",0.243055556,0.222222222628571,"Yes",NA,NA,55.5625,49.2956112820063,97.375,78.098628882544,1811.83680555555
"168","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,3,NA,NA,NA,2013-02-28,NA,2013-03-16,"Tilt","propiconazole",62.5,3,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,3.166666667,"1-9",1.154700538,"stdev",1.265432099,NA,0.019650324836153,0.00928783723897748,"SamplingVariance",0.171682099,0.156966490514286,"Yes",NA,NA,30.5833333333333,17.0391705588427,53.8333333333333,29.022979401387,1811.83680555555
"169","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,2.375,"1-9",0.25,"stdev",1.163194444,NA,0.019650324836153,0.0154946131525696,"SamplingVariance",0.0694444439999999,0.0634920630857142,"Yes",NA,NA,18.6875,12.2480865852589,33.25,16.4544826719043,1811.83680555555
"170","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,1.375,"1-9",0.75,"stdev",1.180555556,NA,0.019650324836153,0.0117884088041647,"SamplingVariance",0.0868055560000001,0.0793650797714286,"Yes",NA,NA,20.4375,23.8383226129692,28.5,32.9089653438087,1811.83680555555
"171","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Cabrio","pyraclostrobin",125,6,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,5.25,"1-9",2.217355783,"stdev",1.261574074,NA,0.019650324836153,0.00946644954125376,"SamplingVariance",0.167824074,0.153439153371429,"Yes",NA,NA,49.75,31.7752524249087,92.625,55.5973245759182,1811.83680555555
"172","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Spin-flo","carbendazim",250,7,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,2.375,"1-9",1.25,"stdev",1.302083333,NA,0.019650324836153,0.0147801640453952,"SamplingVariance",0.208333333,0.190476190171428,"Yes",NA,NA,13.0625,11.875,26.125,23.75,1811.83680555555
"173","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Tilt","propiconazole",62.5,8,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,1.375,"1-9",0.75,"stdev",1.174768519,NA,0.019650324836153,0.00442065334614404,"SamplingVariance",0.0810185189999999,0.0740740745142856,"Yes",NA,NA,3.5625,7.125,7.125,14.25,1811.83680555555
"174","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,3,NA,NA,NA,2013-02-28,NA,2013-03-16,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,1,"1-9",0,"stdev",1.280864198,NA,0.019650324836153,0.0194687355938289,"SamplingVariance",0.187114198,0.171075838171429,"Yes",NA,NA,0,0,0,0,1811.83680555555
"175","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Cabrio","pyraclostrobin",125,10,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,2.5,"1-9",1.224744871,"stdev",1.105324074,NA,0.019650324836153,0.0701499630453747,"SamplingVariance",0.0115740740000001,0.0105820105142858,"Yes",NA,NA,14.25,11.6350762782201,28.5,23.2701525564402,1811.83680555555
