"","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd"
"130","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Folicur","tebuconazole",62.35,2,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,8,"""""1-9""""",1.3,"lsd (P=0.05)",1.09,"",NA,0.246,"lsd (P=0.05)",0.339,0.451398136,"no","final assessment date 87 DAS",-40942,NA,NA
"131","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Folicur","tebuconazole",62.35,3,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,4.3,"""""1-9""""",1.3,"lsd (P=0.05)",1.098,"",NA,0.246,"lsd (P=0.05)",0.347,0.462050599,"no","final assessment date 87 DAS",-40942,NA,NA
"132","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Barmac wettable","sulphur",3000,4,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,8,"""""1-9""""",1.3,"lsd (P=0.05)",0.87,"",NA,0.246,"lsd (P=0.05)",0.119,0.158455393,"no","final assessment date 87 DAS",-40942,NA,NA
"133","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Barmac wettable","sulphur",3000,5,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,4.3,"""""1-9""""",1.3,"lsd (P=0.05)",1.251,"",NA,0.246,"lsd (P=0.05)",0.5,0.665778961,"no","final assessment date 87 DAS",-40942,NA,NA
"134","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,6,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,5.7,"""""1-9""""",1.3,"lsd (P=0.05)",1.112,"",NA,0.246,"lsd (P=0.05)",0.361,0.48069241,"no","final assessment date 87 DAS",-40942,NA,NA
"135","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,7,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1,"""""1-9""""",1.3,"lsd (P=0.05)",1.175,"",NA,0.246,"lsd (P=0.05)",0.424,0.564580559,"no","final assessment date 87 DAS",-40942,NA,NA
"136","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",80,8,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,5,"""""1-9""""",1.3,"lsd (P=0.05)",1.265,"",NA,0.246,"lsd (P=0.05)",0.514,0.684420772,"no","final assessment date 87 DAS",-40942,NA,NA
"137","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",80,9,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1,"""""1-9""""",1.3,"lsd (P=0.05)",1.166,"",NA,0.246,"lsd (P=0.05)",0.415,0.552596538,"no","final assessment date 87 DAS",-40942,NA,NA
"138","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,10,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,4.4,"""""1-9""""",1.3,"lsd (P=0.05)",1.052,"",NA,0.246,"lsd (P=0.05)",0.301,0.400798935,"no","final assessment date 87 DAS",-40942,NA,NA
"139","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",120,11,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1,"""""1-9""""",1.3,"lsd (P=0.05)",1.178,"",NA,0.246,"lsd (P=0.05)",0.427,0.568575233,"no","final assessment date 87 DAS",-40942,NA,NA
"140","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",62.5,12,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,7.7,"""""1-9""""",1.3,"lsd (P=0.05)",1.036,"",NA,0.246,"lsd (P=0.05)",0.285,0.379494008,"no","final assessment date 87 DAS",-40942,NA,NA
"141","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",62.5,13,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,4.7,"""""1-9""""",1.3,"lsd (P=0.05)",1.201,"",NA,0.246,"lsd (P=0.05)",0.45,0.599201065,"no","final assessment date 87 DAS",-40942,NA,NA
"142","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",125,14,2012-03-13,NA,NA,NA,NA,NA,NA,1,NA,2012-04-30,7.3,"""""1-9""""",1.3,"lsd (P=0.05)",1.057,"",NA,0.246,"lsd (P=0.05)",0.306,0.407456724,"no","final assessment date 87 DAS",-40942,NA,NA
"143","mung1112/02","2012","Kingaroy","Crystal","RCB",12,4,"",0.75,3,2012-02-03,NA,2012-03-12,NA,NA,2012-03-12,"Tilt","propiconazole",125,15,2012-03-13,2012-03-30,NA,NA,NA,NA,NA,2,NA,2012-04-30,1.7,"""""1-9""""",1.3,"lsd (P=0.05)",1.323,"",NA,0.246,"lsd (P=0.05)",0.572,0.761651132,"no","final assessment date 87 DAS",-40942,NA,NA
"144","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-04-18,2013-03-31,8,"""""1-9""""",0,"stdev",1.421568627,NA,0.009814712,0.071223839,"stdev",NA,NA,"Yes",NA,NA,24.5,0
"145","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Spin-flo","carbendazim",250,2,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,5.666666667,"""""1-9""""",4.041451884,"stdev",1.486247277,NA,0.009814712,0.124446324,"stdev",NA,NA,"Yes",NA,NA,16.3333333333333,14.1450815951458
"146","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Tilt","propiconazole",62.5,3,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,7.833333333,"""""1-9""""",0.288675135,"stdev",1.450163399,NA,0.009814712,0.23405829,"stdev",NA,NA,"Yes",NA,NA,23.9166666666667,1.01036297108185
"147","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,7.5,"""""1-9""""",0,"stdev",1.563861656,NA,0.009814712,0.156090837,"stdev",NA,NA,"Yes",NA,NA,22.75,0
"148","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,6.333333333,"""""1-9""""",2.020725942,"stdev",1.428376906,NA,0.009814712,0.260168914,"stdev",NA,NA,"Yes",NA,NA,18.6666666666667,7.07254079757292
"149","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Cabrio","pyraclostrobin",125,6,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-18,2013-03-31,8,"""""1-9""""",0,"stdev",1.355528322,NA,0.009814712,0.016382366,"stdev",NA,NA,"Yes",NA,NA,24.5,0
"150","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Spin-flo","carbendazim",250,7,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,5.333333333,"""""1-9""""",2.309401077,"stdev",1.478077342,NA,0.009814712,0.098893619,"stdev",NA,NA,"Yes",NA,NA,15.1666666666667,8.08290376865476
"151","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Tilt","propiconazole",62.5,8,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,2.166666667,"""""1-9""""",0.288675135,"stdev",1.344635076,NA,0.009814712,0.228907053,"stdev",NA,NA,"Yes",NA,NA,4.08333333333333,1.01036297108185
"152","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,1,"""""1-9""""",0,"stdev",1.444035948,NA,0.009814712,0.052113361,"stdev",NA,NA,"Yes",NA,NA,0,0
"153","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Cabrio","pyraclostrobin",125,10,2013-02-28,2013-03-19,NA,NA,NA,NA,NA,2,2013-04-18,2013-03-31,4.833333333,"""""1-9""""",2.843120352,"stdev",1.531862745,NA,0.009814712,0.063678339,"stdev",NA,NA,"Yes",NA,NA,13.4166666666667,9.95092123038532
"154","AM1303","2013","Premer","Crystal","RCB",12,4,NA,NA,3,2013-12-28,NA,2013-02-28,NA,NA,2013-02-28,"Tilt","propiconazole",62.5,11,2013-02-28,2013-03-19,2013-03-31,NA,NA,NA,NA,3,2013-04-18,2013-03-31,2,"""""1-9""""",0.866025404,"stdev",1.33374183,NA,0.009814712,0.148118797,"stdev",NA,NA,"Yes",NA,NA,3.5,3.03108891324554
"155","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-05-06,2013-04-24,8,"""""1-9""""",0,"stdev",0.802083333,NA,0.003174861,0.055581081,"stdev",NA,NA,"Yes",NA,NA,153.625,35.9968169889135
"156","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Spin-flo","carbendazim",250,2,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,7.875,"""""1-9""""",0.25,"stdev",0.772671569,NA,0.003174861,0.128068123,"stdev",NA,NA,"Yes",NA,NA,119.125,14.7542366796795
"157","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Tilt","propiconazole",62.5,3,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,8,"""""1-9""""",0,"stdev",0.802696078,NA,0.003174861,0.066538588,"stdev",NA,NA,"Yes",NA,NA,66.5,0
"158","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,4,"""""1-9""""",2.677063067,"stdev",0.818627451,NA,0.003174861,0.107843137,"stdev",NA,NA,"Yes",NA,NA,38.75,19.9342669792496
"159","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,2.25,"""""1-9""""",1.040833,"stdev",0.683210784,NA,0.003174861,0.028398603,"stdev",NA,NA,"Yes",NA,NA,24.6875,11.0987518066973
"160","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Cabrio","pyraclostrobin",125,6,2013-03-13,NA,NA,NA,NA,NA,NA,1,2013-05-06,2013-04-24,7.75,"""""1-9""""",0.5,"stdev",0.816176471,NA,0.003174861,0.060633906,"stdev",NA,NA,"Yes",NA,NA,123.0625,41.2095129591862
"161","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Spin-flo","carbendazim",250,7,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,5.25,"""""1-9""""",2.466441431,"stdev",0.816789216,NA,0.003174861,0.096999697,"stdev",NA,NA,"Yes",NA,NA,81.375,33.3069687402902
"162","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Tilt","propiconazole",62.5,8,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,5.625,"""""1-9""""",2.174664725,"stdev",0.771446078,NA,0.003174861,0.085407084,"stdev",NA,NA,"Yes",NA,NA,49.0625,27.8443403884284
"163","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,1.375,"""""1-9""""",0.75,"stdev",0.786151961,NA,0.003174861,0.074754902,"stdev",NA,NA,"Yes",NA,NA,3.5625,7.125
"164","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Cabrio","pyraclostrobin",125,10,2013-03-13,2013-03-21,NA,NA,NA,NA,NA,2,2013-05-06,2013-04-24,7.5,"""""1-9""""",0.707106781,"stdev",0.847426471,NA,0.003174861,0.095941091,"stdev",NA,NA,"Yes",NA,NA,82.25,32.8690583984391
"165","BB1305","2013","Millmerran","Crystal","RCB",12,4,NA,0.333333333,4,NA,NA,NA,2013-03-21,2013-03-28,2013-03-13,"Tilt","propiconazole",62.5,11,2013-03-13,2013-03-21,2013-03-28,NA,NA,NA,NA,3,2013-05-06,2013-04-24,1.625,"""""1-9""""",0.75,"stdev",0.743872549,NA,0.003174861,0.122475468,"stdev",NA,NA,"Yes",NA,NA,11.0625,14.3008959509536
"166","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-04-11,2013-03-26,3,"""""1-9""""",1,"stdev",1.09375,NA,0.026126507,0.089403011,"stdev",NA,NA,"Yes",NA,NA,47.125,27.7139405354056
"167","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Spin-flo","carbendazim",250,2,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,4.875,"""""1-9""""",2.286737122,"stdev",1.336805556,NA,0.026126507,0.083193899,"stdev",NA,NA,"Yes",NA,NA,55.5625,49.2956112820063
"168","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,3,NA,NA,NA,2013-02-28,NA,2013-03-16,"Tilt","propiconazole",62.5,3,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,3.166666667,"""""1-9""""",1.154700538,"stdev",1.265432099,NA,0.026126507,0.096373426,"stdev",NA,NA,"Yes",NA,NA,30.5833333333333,17.0391705588427
"169","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,2.375,"""""1-9""""",0.25,"stdev",1.163194444,NA,0.026126507,0.12447736,"stdev",NA,NA,"Yes",NA,NA,18.6875,12.2480865852589
"170","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,1.375,"""""1-9""""",0.75,"stdev",1.180555556,NA,0.026126507,0.108574439,"stdev",NA,NA,"Yes",NA,NA,20.4375,23.8383226129692
"171","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Cabrio","pyraclostrobin",125,6,2013-02-28,NA,NA,NA,NA,NA,NA,1,2013-04-11,2013-03-26,5.25,"""""1-9""""",2.217355783,"stdev",1.261574074,NA,0.026126507,0.097295681,"stdev",NA,NA,"Yes",NA,NA,49.75,31.7752524249087
"172","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Spin-flo","carbendazim",250,7,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,2.375,"""""1-9""""",1.25,"stdev",1.302083333,NA,0.026126507,0.121573698,"stdev",NA,NA,"Yes",NA,NA,13.0625,11.875
"173","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Tilt","propiconazole",62.5,8,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,1.375,"""""1-9""""",0.75,"stdev",1.174768519,NA,0.026126507,0.066487994,"stdev",NA,NA,"Yes",NA,NA,3.5625,7.125
"174","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,3,NA,NA,NA,2013-02-28,NA,2013-03-16,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,1,"""""1-9""""",0,"stdev",1.280864198,NA,0.026126507,0.139530411,"stdev",NA,NA,"Yes",NA,NA,0,0
"175","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Cabrio","pyraclostrobin",125,10,2013-02-28,2013-03-18,NA,NA,NA,NA,NA,2,2013-04-11,2013-03-26,2.5,"""""1-9""""",1.224744871,"stdev",1.105324074,NA,0.026126507,0.264858383,"stdev",NA,NA,"Yes",NA,NA,14.25,11.6350762782201
"176","AM1304","2013","Mary's mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Tilt","propiconazole",62.5,11,2013-02-28,2013-03-18,2013-04-02,NA,NA,NA,NA,2,2013-04-11,2013-03-26,1.375,"""""1-9""""",0.75,"stdev",1.116898148,NA,0.026126507,0.161899192,"stdev",NA,NA,"Yes",NA,NA,3.5625,7.125
"177","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-06-20,2013-04-30,7,"""""1-9""""",4,"stdev",0.694444444,NA,0.010352366,0.096225045,"stdev",NA,NA,"Yes",NA,NA,161,32.8836332137027
"178","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Spin-flo","carbendazim",250,2,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,6.75,"""""1-9""""",3.862210075,"stdev",0.6875,NA,0.010352366,0.061593216,"stdev",NA,NA,"Yes",NA,NA,48.875,50.5476260570168
"179","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Tilt","propiconazole",62.5,3,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,3.75,"""""1-9""""",2.783882181,"stdev",0.652777778,NA,0.010352366,0.053190395,"stdev",NA,NA,"Yes",NA,NA,37.375,18.237438599394
"180","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,2.125,"""""1-9""""",0.75,"stdev",0.722222222,NA,0.010352366,0.022680461,"stdev",NA,NA,"Yes",NA,NA,13.5625,11.7745753638932
"181","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,2.625,"""""1-9""""",1.436140662,"stdev",0.6875,NA,0.010352366,0.145888438,"stdev",NA,NA,"Yes",NA,NA,17.8125,19.5707849868113
"182","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Cabrio","pyraclostrobin",125,6,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,6.25,"""""1-9""""",3.5,"stdev",0.597222222,NA,0.010352366,0.161174955,"stdev",NA,NA,"Yes",NA,NA,58.625,59.5124286739053
"183","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Spin-flo","carbendazim",250,7,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,6,"""""1-9""""",3.366501646,"stdev",0.541666667,NA,0.010352366,0.112262552,"stdev",NA,NA,"Yes",NA,NA,42.5,28.6152639920259
"184","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Tilt","propiconazole",62.5,8,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,2.75,"""""1-9""""",3.5,"stdev",0.722222222,NA,0.010352366,0.172729242,"stdev",NA,NA,"Yes",NA,NA,14.875,29.75
"185","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,1,"""""1-9""""",0,"stdev",0.625,NA,0.010352366,0.16433555,"stdev",NA,NA,"Yes",NA,NA,0,0
"186","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Cabrio","pyraclostrobin",125,10,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,4.25,"""""1-9""""",3.75277675,"stdev",0.673611111,NA,0.010352366,0.104858812,"stdev",NA,NA,"Yes",NA,NA,27.625,31.8986023727268
"187","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Tilt","propiconazole",62.5,11,2013-03-28,2013-04-13,2013-04-27,NA,NA,NA,NA,3,2013-06-20,2013-04-30,1,"""""1-9""""",0,"stdev",0.604166667,NA,0.010352366,0.076494035,"stdev",NA,NA,"Yes",NA,NA,0,0
"188","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2015-04-20,2015-04-06,7.8,"""""1-9""""",0.447213595,"stdev",2.044947969,NA,0.039849419,0.178471455,"stdev",NA,NA,"Yes",NA,NA,82.6,12.5319591445233
"189","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,2,2015-03-02,2015-03-17,2015-03-31,NA,NA,NA,NA,3,2015-04-20,2015-04-06,3.2,"""""1-9""""",0.447213595,"stdev",2.262407548,NA,0.039849419,0.140366343,"stdev",NA,NA,"Yes",NA,NA,21.7,6.26099033699941
"190","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,3,2015-03-17,NA,NA,NA,NA,NA,NA,1,2015-04-20,2015-04-06,6.6,"""""1-9""""",0.547722558,"stdev",2.018320816,NA,0.039849419,0.166564874,"stdev",NA,NA,"Yes",NA,NA,61.8,3.32791225845875
"191","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,4,2015-03-17,2015-03-31,NA,NA,NA,NA,NA,2,2015-04-20,2015-04-06,5.4,"""""1-9""""",1.140175425,"stdev",2.152443359,NA,0.039849419,0.248045375,"stdev",NA,NA,"Yes",NA,NA,55.4,19.8097198364843
"192","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,5,2015-03-24,NA,NA,NA,NA,NA,NA,1,2015-04-20,2015-04-06,6.6,"""""1-9""""",0.547722558,"stdev",2.123954192,NA,0.039849419,0.061444702,"stdev",NA,NA,"Yes",NA,NA,79.4,5.30801281083609
"193","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,6,2015-03-23,2015-04-07,NA,NA,NA,NA,NA,2,2015-04-20,2015-04-06,6.4,"""""1-9""""",0.547722558,"stdev",2.175522296,NA,0.039849419,0.116393645,"stdev",NA,NA,"Yes",NA,NA,73.7,7.2852590894216
